,level_0,index,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,W-L,Rank,GB,Save,D/N,cLI,Streak,BA,OBP,OPS,Team_Hits,Hits_allowed,HR_allowed,ERA,predict
508,28,147,2023-9-9,boxscore,MIN,,NYM,W,8,4,0.528,1,up 7.5,,D,0.33,1,0.243,0.323,0.749,13,7,3,3.93,1
509,29,148,2023-9-10,boxscore,MIN,,NYM,L,0,2,0.524,1,up 7.5,Ottavino,D,0.24,2,0.242,0.323,0.747,4,4,0,3.91,0
510,0,117,2023-8-8,boxscore,NYM,,CHC,L,2,3,0.451,4,21.0,Alzolay,N,0.18,-1,0.237,0.316,0.716,6,8,2,4.38,0
511,1,118,2023-8-9,boxscore,NYM,,CHC,W,4,3,0.456,4,21.0,Bickford,N,0.15,-1,0.237,0.316,0.716,8,7,2,4.37,1
512,2,119,2023-8-11,boxscore,NYM,,ATL,L,0,7,0.452,4,21.5,,N,0.14,1,0.237,0.317,0.716,7,11,1,4.38,0
513,3,120,2023-8-12,boxscore,NYM,,ATL,L,3,21,0.448,4,23.5,,D,0.1,-1,0.236,0.317,0.715,6,22,6,4.53,0
514,4,121,2023-8-12,boxscore,NYM,,ATL,L,0,6,0.444,4,23.5,,N,0.1,-2,0.235,0.316,0.713,5,7,1,4.53,0
515,5,122,2023-8-13,boxscore,NYM,,ATL,W,7,6,0.449,4,22.5,Ottavino,N,0.05,-3,0.236,0.317,0.713,10,7,2,4.55,1
516,6,123,2023-8-14,boxscore,NYM,,PIT,W,7,2,0.454,4,22.5,,N,0.06,1,0.236,0.317,0.715,9,5,0,4.52,1
517,7,124,2023-8-15,boxscore,NYM,,PIT,L,4,7,0.45,4,23.5,Bednar,N,0.09,2,0.236,0.317,0.715,7,9,1,4.55,0
518,8,125,2023-8-16,boxscore,NYM,,PIT,W,8,3,0.455,4,23.5,,D,0.07,-1,0.237,0.318,0.718,9,7,1,4.53,1
519,9,126,2023-8-17,boxscore,NYM,@,STL,W,4,2,0.459,4,23.0,Gott,N,0.09,1,0.236,0.318,0.719,7,5,1,4.51,1
520,10,127,2023-8-18,boxscore,NYM,@,STL,W,7,1,0.463,4,23.0,,N,0.12,2,0.237,0.318,0.72,13,6,0,4.48,1
521,11,128,2023-8-19,boxscore,NYM,@,STL,W,13,2,0.468,4,23.0,,N,0.16,3,0.238,0.319,0.723,13,5,1,4.46,1
522,12,129,2023-8-20,boxscore,NYM,@,STL,L,3,7,0.464,4,23.0,,D,0.19,4,0.238,0.318,0.721,7,15,1,4.49,0
523,13,130,2023-8-21,boxscore,NYM,@,ATL,W,10,4,0.468,4,22.0,,N,0.16,-1,0.239,0.319,0.724,14,9,2,4.48,1
524,14,131,2023-8-22,boxscore,NYM,@,ATL,L,2,3,0.465,4,23.0,Iglesias,N,0.19,1,0.238,0.319,0.723,5,9,2,4.47,0
525,15,132,2023-8-23,boxscore,NYM,@,ATL,L,0,7,0.461,4,24.0,,N,0.12,-1,0.238,0.318,0.72,3,12,1,4.5,0
526,16,133,2023-8-25,boxscore,NYM,,LAA,L,1,3,0.457,5,25.0,Estévez,N,0.08,-2,0.237,0.317,0.719,4,6,0,4.49,0
527,17,134,2023-8-26,boxscore,NYM,,LAA,L,3,5,0.454,5,26.0,Estévez,N,0.05,-3,0.237,0.317,0.719,7,9,1,4.49,0
528,18,135,2023-8-27,boxscore,NYM,,LAA,W-wo,3,2,0.458,5,25.0,,D,0.04,-4,0.237,0.318,0.718,9,4,1,4.47,0
529,19,136,2023-8-28,boxscore,NYM,,TEX,L,3,4,0.455,5,26.0,Leclerc,N,0.03,1,0.236,0.317,0.717,4,10,0,4.47,0
530,20,137,2023-8-29,boxscore,NYM,,TEX,L,1,2,0.451,5,27.0,Chapman,N,0.02,-1,0.236,0.316,0.716,7,6,1,4.45,0
531,21,138,2023-8-30,boxscore,NYM,,TEX,W-wo,6,5,0.455,5,27.0,,N,0.02,-2,0.237,0.317,0.718,11,7,1,4.45,0
532,22,140,2023-9-1,boxscore,NYM,,SEA,W,2,1,0.459,4,27.5,Smith,N,0.02,1,0.237,0.317,0.718,9,7,1,4.42,1
533,23,141,2023-9-2,boxscore,NYM,,SEA,L,7,8,0.456,4,28.5,,N,0.03,2,0.238,0.318,0.721,13,10,3,4.44,0
534,24,142,2023-9-3,boxscore,NYM,,SEA,W,6,3,0.46,4,27.5,Ottavino,D,0.02,-1,0.238,0.318,0.723,10,6,2,4.43,1
535,25,143,2023-9-5,boxscore,NYM,@,WSN,W,11,5,0.464,4,26.5,,N,0.02,1,0.239,0.318,0.726,11,7,0,4.44,1
536,26,144,2023-9-6,boxscore,NYM,@,WSN,L-wo,2,3,0.46,4,26.5,,N,0.03,2,0.239,0.318,0.726,8,9,0,4.43,0
537,27,145,2023-9-8,boxscore,NYM,@,MIN,L,2,5,0.457,4,28.0,Duran,N,0.02,-1,0.238,0.318,0.724,4,8,1,4.44,0
538,28,146,2023-9-9,boxscore,NYM,@,MIN,L,4,8,0.454,4,28.0,,D,0.01,-2,0.238,0.317,0.724,7,13,1,4.46,0
539,29,147,2023-9-10,boxscore,NYM,@,MIN,W,2,0,0.458,4,28.0,Ottavino,D,0.0,-3,0.237,0.317,0.722,4,4,0,4.43,1
540,0,118,2023-8-8,boxscore,NYY,@,CHW,W,7,1,0.518,4,11.5,,N,0.44,1,0.232,0.306,0.711,13,6,1,3.93,1
541,1,119,2023-8-9,boxscore,NYY,@,CHW,L,2,9,0.513,5,11.5,Santos,N,0.51,1,0.232,0.306,0.711,6,11,1,3.97,0
542,2,120,2023-8-11,boxscore,NYY,@,MIA,W,9,4,0.517,5,11.0,,N,0.4,-1,0.233,0.308,0.714,14,6,1,3.97,1
543,3,121,2023-8-12,boxscore,NYY,@,MIA,L,1,3,0.513,5,12.0,,D,0.47,1,0.232,0.307,0.711,5,8,1,3.97,0
544,4,122,2023-8-13,boxscore,NYY,@,MIA,L-wo,7,8,0.508,5,13.0,,D,0.42,-1,0.232,0.307,0.711,6,11,0,4.0,0
545,5,123,2023-8-14,boxscore,NYY,@,ATL,L,3,11,0.504,5,14.0,,N,0.34,-2,0.233,0.307,0.712,11,15,2,4.06,0
546,6,124,2023-8-15,boxscore,NYY,@,ATL,L,0,5,0.5,5,14.0,,N,0.31,-3,0.232,0.307,0.709,1,6,2,4.06,0
547,7,125,2023-8-16,boxscore,NYY,@,ATL,L,0,2,0.496,5,14.0,Iglesias,N,0.23,-4,0.231,0.306,0.706,4,3,1,4.04,0
548,8,126,2023-8-18,boxscore,NYY,,BOS,L,3,8,0.492,5,15.0,,N,0.19,-5,0.231,0.306,0.706,10,12,1,4.07,0
549,9,127,2023-8-19,boxscore,NYY,,BOS,L,1,8,0.488,5,16.0,,D,0.14,-6,0.23,0.305,0.703,2,12,3,4.09,0
550,10,128,2023-8-20,boxscore,NYY,,BOS,L,5,6,0.484,5,17.0,Jansen,D,0.09,-7,0.23,0.305,0.705,8,9,2,4.11,0
551,11,129,2023-8-22,boxscore,NYY,,WSN,L,1,2,0.48,5,17.0,Finnegan,N,0.04,-8,0.229,0.305,0.703,2,7,2,4.09,0
552,12,130,2023-8-23,boxscore,NYY,,WSN,W,9,1,0.484,5,17.0,,N,0.02,-9,0.229,0.304,0.704,8,3,1,4.07,1
553,13,131,2023-8-24,boxscore,NYY,,WSN,L,5,6,0.48,5,18.0,Finnegan,D,0.03,1,0.23,0.305,0.707,12,9,2,4.07,0
554,14,132,2023-8-25,boxscore,NYY,@,TBR,W,6,2,0.484,5,18.0,,N,0.04,-1,0.23,0.305,0.709,11,4,1,4.05,1
555,15,133,2023-8-26,boxscore,NYY,@,TBR,L,0,3,0.481,5,19.0,Fairbanks,D,0.05,1,0.229,0.304,0.705,2,7,0,4.03,0
556,16,134,2023-8-27,boxscore,NYY,@,TBR,L,4,7,0.477,5,19.0,Adam,D,0.02,-1,0.229,0.303,0.705,4,10,1,4.05,0
557,17,135,2023-8-28,boxscore,NYY,@,DET,W,4,1,0.481,5,19.0,,N,0.01,-2,0.228,0.304,0.705,7,7,1,4.03,1
558,18,136,2023-8-29,boxscore,NYY,@,DET,W,4,2,0.485,5,19.0,,N,0.01,1,0.228,0.303,0.705,6,7,0,4.02,1
559,19,137,2023-8-30,boxscore,NYY,@,DET,W,6,2,0.489,5,18.0,Hamilton,N,0.02,2,0.228,0.304,0.707,8,4,2,4.0,1
560,20,138,2023-8-31,boxscore,NYY,@,DET,L-wo,3,4,0.485,5,18.5,,D,0.03,3,0.228,0.303,0.705,5,8,1,3.99,0
561,21,140,2023-9-1,boxscore,NYY,@,HOU,W,6,2,0.489,5,17.5,,N,0.02,-1,0.228,0.303,0.707,8,4,1,3.98,1
562,22,141,2023-9-2,boxscore,NYY,@,HOU,W,5,4,0.493,5,17.5,Holmes,N,0.04,1,0.228,0.303,0.707,8,9,2,3.98,1
563,23,142,2023-9-3,boxscore,NYY,@,HOU,W,6,1,0.496,5,17.5,,N,0.05,2,0.228,0.303,0.707,8,7,0,3.95,1
564,24,143,2023-9-5,boxscore,NYY,,DET,W,5,1,0.5,5,18.0,,N,0.05,3,0.228,0.303,0.708,6,9,0,3.93,1
565,25,144,2023-9-6,boxscore,NYY,,DET,W,4,3,0.504,5,18.0,Holmes,N,0.06,4,0.228,0.304,0.709,11,6,0,3.92,1
566,26,145,2023-9-7,boxscore,NYY,,DET,L,3,10,0.5,5,18.5,,N,0.09,5,0.228,0.304,0.709,6,14,3,3.97,0
567,27,146,2023-9-8,boxscore,NYY,,MIL,L,2,8,0.496,5,19.5,,N,0.04,-1,0.227,0.304,0.707,3,16,1,4.0,0
568,28,147,2023-9-9,boxscore,NYY,,MIL,L,2,9,0.493,5,20.5,,D,0.03,-2,0.227,0.303,0.704,4,11,1,4.03,0
569,29,148,2023-9-10,boxscore,NYY,,MIL,W-wo,4,3,0.497,5,19.5,,D,0.01,-3,0.225,0.302,0.702,3,6,0,3.99,0
570,0,118,2023-8-8,boxscore,OAK,,TEX,L,1,6,0.281,5,36.0,,N,0.0,-2,0.222,0.301,0.662,3,13,1,5.83,0
571,1,119,2023-8-9,boxscore,OAK,,TEX,W,2,0,0.287,5,35.0,May,D,0.0,-2,0.222,0.301,0.662,7,4,0,5.77,1
572,2,120,2023-8-11,boxscore,OAK,@,WSN,L,2,8,0.284,5,36.0,,N,0.0,1,0.222,0.3,0.66,6,12,3,5.8,0
573,3,121,2023-8-12,boxscore,OAK,@,WSN,L-wo,2,3,0.282,5,37.0,,N,0.0,-1,0.221,0.3,0.66,7,9,1,5.78,0
574,4,122,2023-8-13,boxscore,OAK,@,WSN,L-wo,7,8,0.28,5,37.0,,D,0.0,-2,0.222,0.3,0.663,11,14,0,5.78,0
575,5,123,2023-8-14,boxscore,OAK,@,STL,L,5,7,0.277,5,38.0,,N,0.0,-3,0.222,0.3,0.663,8,8,1,5.79,0
576,6,124,2023-8-15,boxscore,OAK,@,STL,L,2,6,0.275,5,39.0,,N,0.0,-4,0.222,0.3,0.662,6,14,3,5.8,0
577,7,125,2023-8-16,boxscore,OAK,@,STL,W,8,0,0.281,5,38.0,,N,0.0,-5,0.223,0.301,0.665,14,9,0,5.75,1
578,8,126,2023-8-18,boxscore,OAK,,BAL,L,4,9,0.279,5,38.0,,N,0.0,1,0.224,0.301,0.666,12,16,1,5.77,0
579,9,127,2023-8-19,boxscore,OAK,,BAL,L,2,7,0.276,5,38.0,,N,0.0,-1,0.224,0.301,0.666,6,9,2,5.76,0
580,10,128,2023-8-20,boxscore,OAK,,BAL,L,1,12,0.274,5,38.0,,D,0.0,-2,0.223,0.301,0.664,4,17,3,5.81,0
581,11,129,2023-8-21,boxscore,OAK,,KCR,W-wo,6,4,0.28,5,37.0,,N,0.0,-3,0.224,0.301,0.668,10,6,1,5.79,0
582,12,130,2023-8-22,boxscore,OAK,,KCR,W,5,4,0.286,5,36.0,May,N,0.0,1,0.224,0.301,0.668,7,6,0,5.78,1
583,13,131,2023-8-23,boxscore,OAK,,KCR,L,0,4,0.283,5,36.5,Hernández,D,0.0,2,0.223,0.3,0.665,2,5,2,5.76,0
584,14,132,2023-8-24,boxscore,OAK,@,CHW,W,8,5,0.289,5,35.5,May,N,0.0,-1,0.223,0.3,0.668,9,12,3,5.76,1
585,15,133,2023-8-25,boxscore,OAK,@,CHW,W,12,4,0.295,5,34.5,,N,0.0,1,0.224,0.302,0.671,15,6,2,5.73,1
586,16,134,2023-8-26,boxscore,OAK,@,CHW,L,2,6,0.292,5,35.5,,N,0.0,2,0.224,0.302,0.67,4,9,3,5.74,0
587,17,135,2023-8-27,boxscore,OAK,@,CHW,L,1,6,0.29,5,36.5,,D,0.0,-1,0.223,0.301,0.667,2,13,0,5.73,0
588,18,136,2023-8-28,boxscore,OAK,@,SEA,L,0,7,0.288,5,37.5,,N,0.0,-2,0.222,0.301,0.665,4,14,2,5.74,0
589,19,137,2023-8-29,boxscore,OAK,@,SEA,W,3,1,0.293,5,36.5,May,N,0.0,-3,0.223,0.3,0.666,9,4,0,5.71,1
590,20,138,2023-8-30,boxscore,OAK,@,SEA,L,4,5,0.291,5,37.5,Muñoz,D,0.0,1,0.223,0.3,0.666,9,6,1,5.71,0
591,21,140,2023-9-1,boxscore,OAK,,LAA,W,9,2,0.296,5,36.5,,N,0.0,-1,0.224,0.301,0.67,14,7,1,5.68,1
592,22,141,2023-9-2,boxscore,OAK,,LAA,W,2,1,0.301,5,36.5,May,D,0.0,1,0.224,0.301,0.669,5,6,0,5.64,1
593,23,142,2023-9-3,boxscore,OAK,,LAA,W,10,6,0.307,5,35.5,May,D,0.0,2,0.224,0.301,0.671,10,9,2,5.64,1
594,24,143,2023-9-4,boxscore,OAK,,TOR,L,5,6,0.304,5,35.5,,D,0.0,3,0.224,0.301,0.672,8,8,0,5.63,0
595,25,144,2023-9-5,boxscore,OAK,,TOR,L,1,7,0.302,5,36.5,,N,0.0,-1,0.224,0.301,0.671,7,10,0,5.64,0
596,26,145,2023-9-6,boxscore,OAK,,TOR,W,5,2,0.307,5,36.5,May,D,0.0,-2,0.225,0.3,0.671,8,6,1,5.61,1
597,27,146,2023-9-8,boxscore,OAK,@,TEX,W,6,3,0.312,5,35.5,May,N,0.0,1,0.225,0.301,0.674,10,9,1,5.59,1
598,28,147,2023-9-9,boxscore,OAK,@,TEX,L,2,3,0.31,5,36.5,Chapman,N,0.0,2,0.225,0.301,0.674,7,5,0,5.58,0
599,29,148,2023-9-10,boxscore,OAK,@,TEX,L,4,9,0.308,5,37.5,,D,0.0,-1,0.225,0.302,0.674,9,12,3,5.61,0
600,0,117,2023-8-8,boxscore,PHI,,WSN,W,8,4,0.549,2,10.5,,N,1.02,3,0.256,0.322,0.74,10,11,2,4.0,1
601,1,118,2023-8-8,boxscore,PHI,,WSN,L,4,5,0.544,2,10.5,Finnegan,N,0.95,3,0.255,0.322,0.74,8,8,3,4.01,0
602,2,119,2023-8-9,boxscore,PHI,,WSN,W,7,0,0.548,2,10.5,,N,0.98,-1,0.256,0.322,0.741,8,0,0,3.98,1
603,3,120,2023-8-10,boxscore,PHI,,WSN,W,6,2,0.552,2,9.5,,N,0.89,1,0.255,0.323,0.743,6,10,0,3.96,1
604,4,121,2023-8-11,boxscore,PHI,,MIN,W,13,2,0.556,2,9.5,,N,0.85,2,0.257,0.325,0.748,15,7,2,3.94,1
605,5,122,2023-8-12,boxscore,PHI,,MIN,L,1,8,0.551,2,11.0,,N,0.79,3,0.257,0.324,0.747,9,11,4,3.98,0
606,6,123,2023-8-13,boxscore,PHI,,MIN,L,0,3,0.546,2,11.0,Duran,D,0.84,-1,0.256,0.324,0.745,5,10,1,3.97,0
607,7,124,2023-8-15,boxscore,PHI,@,TOR,L,1,2,0.542,2,12.5,Romano,N,0.86,-2,0.255,0.323,0.742,4,4,0,3.95,0
608,8,125,2023-8-16,boxscore,PHI,@,TOR,W,9,4,0.545,2,12.5,,N,0.9,-3,0.255,0.323,0.744,11,5,1,3.96,1
609,9,126,2023-8-18,boxscore,PHI,@,WSN,L,7,8,0.541,2,13.5,Finnegan,N,0.8,1,0.256,0.323,0.745,10,13,1,3.98,0
610,10,127,2023-8-19,boxscore,PHI,@,WSN,W,12,3,0.545,2,13.5,,D,0.85,-1,0.257,0.325,0.75,16,9,0,3.97,1
611,11,128,2023-8-20,boxscore,PHI,@,WSN,L,3,4,0.54,2,13.5,Finnegan,N,0.76,1,0.256,0.324,0.748,6,9,0,3.97,0
612,12,129,2023-8-21,boxscore,PHI,,SFG,W,10,4,0.544,2,12.5,,N,1.05,-1,0.258,0.326,0.754,17,9,2,3.97,1
613,13,130,2023-8-22,boxscore,PHI,,SFG,W-wo,4,3,0.548,2,12.5,,N,0.93,1,0.258,0.326,0.755,9,8,0,3.96,0
614,14,131,2023-8-23,boxscore,PHI,,SFG,L,6,8,0.543,2,13.5,Walker,D,0.89,2,0.258,0.326,0.756,10,14,2,3.98,0
615,15,132,2023-8-25,boxscore,PHI,,STL,W,7,2,0.547,2,13.5,,N,0.92,-1,0.259,0.326,0.758,11,5,1,3.96,1
616,16,133,2023-8-26,boxscore,PHI,,STL,W,12,1,0.55,2,13.5,,N,0.77,1,0.259,0.327,0.762,12,3,1,3.94,1
617,17,134,2023-8-27,boxscore,PHI,,STL,W,3,0,0.554,2,12.5,Kimbrel,D,0.64,2,0.26,0.328,0.762,11,2,0,3.91,1
618,18,135,2023-8-28,boxscore,PHI,,LAA,W,6,4,0.557,2,12.5,Kimbrel,N,0.58,3,0.26,0.328,0.763,7,11,0,3.91,1
619,19,136,2023-8-29,boxscore,PHI,,LAA,W,12,7,0.561,2,12.5,,N,0.45,4,0.26,0.328,0.768,13,11,3,3.92,1
620,20,137,2023-8-30,boxscore,PHI,,LAA,L,8,10,0.556,2,13.5,Estévez,D,0.4,5,0.261,0.329,0.769,11,12,2,3.95,0
621,21,139,2023-9-1,boxscore,PHI,@,MIL,L,5,7,0.552,2,15.0,,N,0.44,-1,0.26,0.328,0.767,5,7,1,3.96,0
622,22,140,2023-9-2,boxscore,PHI,@,MIL,L,5,7,0.548,2,16.0,Williams,N,0.56,-2,0.26,0.328,0.767,7,12,1,3.98,0
623,23,141,2023-9-3,boxscore,PHI,@,MIL,W,4,2,0.551,2,15.0,Kimbrel,D,0.63,-3,0.259,0.328,0.767,6,7,2,3.97,1
624,24,142,2023-9-4,boxscore,PHI,@,SDP,W,9,7,0.555,2,14.5,Alvarado,D,0.48,1,0.26,0.329,0.771,16,10,1,3.99,1
625,25,143,2023-9-5,boxscore,PHI,@,SDP,L,0,8,0.551,2,14.5,,N,0.39,2,0.26,0.329,0.769,3,10,1,4.02,0
626,26,144,2023-9-6,boxscore,PHI,@,SDP,W,5,1,0.554,2,13.5,,D,0.49,-1,0.26,0.329,0.77,12,3,0,4.0,1
627,27,145,2023-9-8,boxscore,PHI,,MIA,L,2,3,0.55,2,15.0,Scott,N,0.46,1,0.259,0.329,0.769,5,7,2,3.99,0
628,28,146,2023-9-9,boxscore,PHI,,MIA,W,8,4,0.553,2,14.0,,N,0.56,-1,0.259,0.329,0.769,7,10,1,3.99,1
629,29,147,2023-9-10,boxscore,PHI,,MIA,L,4,5,0.549,2,15.0,Scott,D,0.43,1,0.259,0.33,0.769,8,5,1,4.0,0
630,0,118,2023-8-9,boxscore,PIT,,ATL,L,5,6,0.447,4,10.0,Iglesias,N,0.1,-2,0.236,0.312,0.701,10,15,0,4.55,0
631,1,119,2023-8-10,boxscore,PIT,,ATL,W,7,5,0.452,4,9.5,Holderman,D,0.08,-2,0.237,0.313,0.701,10,12,2,4.55,1
632,2,120,2023-8-11,boxscore,PIT,,CIN,L,2,9,0.448,4,10.5,,N,0.11,1,0.236,0.312,0.7,6,11,1,4.59,0
633,3,121,2023-8-13,boxscore,PIT,,CIN,W,4,2,0.453,4,11.5,Bednar,D,0.07,-1,0.235,0.311,0.698,3,7,0,4.56,1
634,4,122,2023-8-13,boxscore,PIT,,CIN,L,5,6,0.449,4,11.5,Duarte,N,0.09,1,0.235,0.312,0.7,9,12,1,4.56,0
635,5,123,2023-8-14,boxscore,PIT,@,NYM,L,2,7,0.445,4,12.0,,N,0.05,-1,0.235,0.311,0.698,5,9,3,4.59,0
636,6,124,2023-8-15,boxscore,PIT,@,NYM,W,7,4,0.45,4,11.0,Bednar,N,0.03,-2,0.235,0.313,0.7,9,7,3,4.58,1
637,7,125,2023-8-16,boxscore,PIT,@,NYM,L,3,8,0.446,4,11.0,,D,0.06,1,0.235,0.313,0.701,7,9,3,4.61,0
638,8,126,2023-8-18,boxscore,PIT,@,MIN,L,1,5,0.443,4,11.5,,N,0.03,-1,0.235,0.313,0.701,9,10,1,4.61,0
639,9,127,2023-8-19,boxscore,PIT,@,MIN,W,7,4,0.447,4,11.5,Bednar,N,0.03,-2,0.235,0.314,0.701,8,11,0,4.61,1
640,10,128,2023-8-20,boxscore,PIT,@,MIN,L,0,2,0.444,4,12.5,Duran,D,0.02,1,0.234,0.313,0.698,2,5,0,4.59,0
641,11,129,2023-8-21,boxscore,PIT,,STL,W,11,1,0.448,4,12.0,,N,0.02,-1,0.235,0.314,0.702,16,5,1,4.56,1
642,12,130,2023-8-22,boxscore,PIT,,STL,W,6,3,0.452,4,12.0,Bednar,N,0.03,1,0.236,0.314,0.702,8,9,1,4.55,1
643,13,131,2023-8-23,boxscore,PIT,,STL,L,4,6,0.449,4,13.0,Romero,D,0.03,2,0.236,0.315,0.703,10,10,0,4.56,0
644,14,132,2023-8-24,boxscore,PIT,,CHC,L,4,5,0.445,4,13.5,Alzolay,N,0.01,-1,0.235,0.314,0.702,6,10,0,4.55,0
645,15,133,2023-8-25,boxscore,PIT,,CHC,W,2,1,0.45,4,13.5,Bednar,N,0.01,-2,0.235,0.314,0.702,7,5,1,4.52,1
646,16,134,2023-8-26,boxscore,PIT,,CHC,L,6,10,0.446,4,14.5,Alzolay,N,0.01,1,0.235,0.314,0.701,7,10,0,4.56,0
647,17,135,2023-8-27,boxscore,PIT,,CHC,L,1,10,0.443,4,15.5,,D,0.01,-1,0.234,0.313,0.698,4,12,1,4.6,0
648,18,136,2023-8-28,boxscore,PIT,@,KCR,W,5,0,0.447,4,15.5,,N,0.0,-2,0.235,0.314,0.7,12,2,0,4.57,1
649,19,137,2023-8-29,boxscore,PIT,@,KCR,W,6,3,0.451,4,14.5,,N,0.0,1,0.235,0.314,0.701,9,6,0,4.55,1
650,20,138,2023-8-30,boxscore,PIT,@,KCR,W,4,1,0.455,4,13.5,Bednar,N,0.01,2,0.235,0.314,0.701,6,4,1,4.53,1
651,21,140,2023-9-1,boxscore,PIT,@,STL,W,4,2,0.459,4,13.5,Bednar,N,0.01,3,0.235,0.313,0.7,7,6,1,4.5,1
652,22,141,2023-9-2,boxscore,PIT,@,STL,W,7,6,0.463,4,13.5,Bednar,N,0.01,4,0.235,0.314,0.701,11,8,3,4.51,1
653,23,142,2023-9-3,boxscore,PIT,@,STL,L,4,6,0.46,4,13.5,Gallegos,D,0.02,5,0.235,0.314,0.7,8,8,1,4.5,0
654,24,143,2023-9-4,boxscore,PIT,,MIL,W,4,2,0.464,4,12.5,Bednar,N,0.01,-1,0.236,0.313,0.702,9,6,0,4.48,1
655,25,144,2023-9-5,boxscore,PIT,,MIL,L,3,7,0.46,4,13.5,,N,0.01,1,0.236,0.313,0.701,8,7,0,4.49,0
656,26,145,2023-9-6,boxscore,PIT,,MIL,W,5,4,0.464,4,12.5,Bednar,D,0.0,-1,0.236,0.313,0.701,8,8,1,4.49,1
657,27,146,2023-9-8,boxscore,PIT,@,ATL,L,2,8,0.461,4,13.5,,N,0.01,1,0.235,0.312,0.7,6,12,2,4.52,0
658,28,147,2023-9-9,boxscore,PIT,@,ATL,W,8,4,0.465,4,13.5,,N,0.0,-1,0.236,0.313,0.703,14,12,1,4.52,1
659,29,148,2023-9-10,boxscore,PIT,@,ATL,L,2,5,0.462,4,13.5,Iglesias,D,0.01,1,0.236,0.312,0.701,7,7,0,4.52,0
660,0,119,2023-8-9,boxscore,SDP,@,SEA,L,1,6,0.478,4,13.0,,N,0.47,-4,0.239,0.326,0.737,4,10,1,3.81,0
661,1,120,2023-8-11,boxscore,SDP,@,ARI,W,10,5,0.483,4,13.5,,N,0.44,-4,0.24,0.327,0.74,14,5,2,3.82,1
662,2,121,2023-8-12,boxscore,SDP,@,ARI,L,0,3,0.479,4,14.5,Sewald,N,0.5,1,0.24,0.326,0.737,5,10,1,3.82,0
663,3,122,2023-8-13,boxscore,SDP,@,ARI,L,4,5,0.475,4,15.5,Sewald,D,0.41,-1,0.24,0.326,0.738,11,10,2,3.83,0
664,4,123,2023-8-14,boxscore,SDP,,BAL,L,1,4,0.471,4,16.0,Bautista,N,0.29,-2,0.239,0.326,0.736,4,9,1,3.84,0
665,5,124,2023-8-15,boxscore,SDP,,BAL,W,10,3,0.475,4,16.0,,N,0.23,-3,0.24,0.327,0.739,13,11,1,3.83,1
666,6,125,2023-8-16,boxscore,SDP,,BAL,W,5,2,0.479,4,16.0,Hader,N,0.31,1,0.241,0.327,0.739,8,5,1,3.81,1
667,7,126,2023-8-17,boxscore,SDP,,ARI,L,1,3,0.475,4,17.0,Martinez,N,0.38,2,0.24,0.326,0.736,3,3,2,3.81,0
668,8,127,2023-8-18,boxscore,SDP,,ARI,W,4,0,0.48,4,16.0,,N,0.3,-1,0.239,0.325,0.735,4,6,0,3.77,1
669,9,128,2023-8-19,boxscore,SDP,,ARI,L,4,6,0.476,4,18.0,Sewald,D,0.35,1,0.239,0.326,0.736,7,9,1,3.79,0
670,10,129,2023-8-19,boxscore,SDP,,ARI,L,1,8,0.472,4,18.0,,N,0.28,-1,0.238,0.325,0.735,5,13,1,3.83,0
671,11,130,2023-8-21,boxscore,SDP,,MIA,W,6,2,0.476,4,17.5,,N,0.2,-2,0.238,0.325,0.736,7,7,1,3.81,1
672,12,131,2023-8-22,boxscore,SDP,,MIA,L,0,3,0.472,4,17.5,Robertson,N,0.22,1,0.238,0.324,0.733,3,8,1,3.81,0
673,13,132,2023-8-23,boxscore,SDP,,MIA,W,4,0,0.477,4,17.5,,D,0.14,-1,0.237,0.324,0.732,7,4,0,3.78,1
674,14,133,2023-8-25,boxscore,SDP,@,MIL,L,3,7,0.473,4,19.0,,N,0.16,1,0.237,0.324,0.732,7,10,1,3.8,0
675,15,134,2023-8-26,boxscore,SDP,@,MIL,L,4,5,0.469,4,19.0,Williams,N,0.11,-1,0.237,0.324,0.731,5,6,0,3.82,0
676,16,135,2023-8-27,boxscore,SDP,@,MIL,L,6,10,0.466,4,20.0,,D,0.08,-2,0.237,0.324,0.732,9,10,1,3.87,0
677,17,136,2023-8-28,boxscore,SDP,@,STL,W,4,1,0.47,4,20.0,Hader,N,0.04,-3,0.238,0.325,0.732,12,4,1,3.85,1
678,18,137,2023-8-29,boxscore,SDP,@,STL,L-wo,5,6,0.466,4,21.0,,N,0.07,1,0.238,0.325,0.733,12,9,2,3.85,0
679,19,138,2023-8-30,boxscore,SDP,@,STL,L-wo,4,5,0.463,4,22.0,,D,0.04,-1,0.239,0.325,0.733,11,10,2,3.86,0
680,20,139,2023-8-31,boxscore,SDP,,SFG,L,2,7,0.459,4,22.0,,N,0.03,-2,0.239,0.326,0.733,7,10,1,3.84,0
681,21,141,2023-9-1,boxscore,SDP,,SFG,W,7,3,0.463,4,21.0,,N,0.02,-3,0.24,0.326,0.735,13,9,1,3.84,1
682,22,142,2023-9-2,boxscore,SDP,,SFG,W,6,1,0.467,4,20.0,,N,0.02,1,0.24,0.326,0.735,6,5,0,3.81,1
683,23,143,2023-9-3,boxscore,SDP,,SFG,W,4,0,0.471,4,20.0,,D,0.03,2,0.24,0.326,0.737,10,4,0,3.79,1
