,level_0,index,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,W-L,Rank,GB,Save,D/N,cLI,Streak,BA,OBP,OPS,Team_Hits,Hits_allowed,HR_allowed,ERA,predict,opp_number,RA_ave,R_ave,BA_ave,OBP_ave,OPS_ave,Team_Hits_ave,Hits_allowed_ave,ERA_ave,cLI_ave
617,20.0,133.0,2023-08-26,boxscore,SFG,,ATL,L,3.0,7.0,0.512,3.0,13.5,,D,1.12,-1,0.239,0.314,0.701,8.0,9.0,2.0,3.99,0.0,1,5.6,4.0,0.2384,0.3142,0.7017999999999999,9.4,9.6,3.9400000000000004,1.2600000000000002
618,21.0,134.0,2023-08-27,boxscore,SFG,,ATL,W,8.0,5.0,0.515,3.0,13.5,Doval,D,1.02,-2,0.239,0.314,0.702,8.0,6.0,1.0,3.99,1.0,1,6.4,3.8,0.2386,0.31420000000000003,0.7018,9.0,10.2,3.96,1.2580000000000002
619,22.0,135.0,2023-08-28,boxscore,SFG,,CIN,W,4.0,1.0,0.519,3.0,13.5,Doval,N,1.28,1,0.239,0.314,0.702,8.0,6.0,0.0,3.97,1.0,6,5.4,4.6,0.23879999999999998,0.31420000000000003,0.7018,8.8,8.2,3.968,1.19
620,23.0,136.0,2023-08-29,boxscore,SFG,,CIN,W,6.0,1.0,0.523,2.0,13.5,,N,1.4,2,0.239,0.314,0.702,7.0,1.0,0.0,3.95,1.0,6,4.8,4.8,0.239,0.3142,0.702,8.8,7.6,3.972,1.1800000000000002
621,24.0,137.0,2023-08-30,boxscore,SFG,,CIN,L,1.0,4.0,0.519,2.0,14.5,Díaz,D,1.39,3,0.238,0.314,0.7,4.0,11.0,1.0,3.95,0.0,6,3.8,4.4,0.239,0.314,0.7018,7.4,5.8,3.972,1.198
622,25.0,138.0,2023-08-31,boxscore,SFG,@,SDP,W,7.0,2.0,0.522,2.0,13.5,,N,1.17,-1,0.239,0.314,0.7,10.0,7.0,0.0,3.93,1.0,22,3.6,4.4,0.23879999999999998,0.314,0.7013999999999999,7.0,6.6,3.97,1.2420000000000002
623,26.0,140.0,2023-09-01,boxscore,SFG,@,SDP,L,3.0,7.0,0.519,2.0,13.5,,N,1.24,1,0.239,0.314,0.701,9.0,13.0,2.0,3.95,0.0,22,2.6,5.2,0.23879999999999998,0.314,0.7011999999999999,7.4,6.2,3.9580000000000006,1.252
624,27.0,141.0,2023-09-02,boxscore,SFG,@,SDP,L,1.0,6.0,0.515,2.0,13.5,,N,1.2,-1,0.238,0.313,0.699,5.0,6.0,4.0,3.97,0.0,22,3.0,4.2,0.23879999999999998,0.314,0.701,7.6,7.6,3.95,1.2959999999999998
625,28.0,142.0,2023-09-03,boxscore,SFG,@,SDP,L,0.0,4.0,0.511,2.0,14.5,,D,1.21,-2,0.237,0.313,0.697,4.0,10.0,2.0,3.97,0.0,22,4.0,3.6,0.2386,0.31379999999999997,0.7003999999999999,7.0,7.6,3.95,1.2799999999999998
626,29.0,143.0,2023-09-04,boxscore,SFG,@,CHC,L,0.0,5.0,0.507,3.0,15.0,,D,1.35,-3,0.236,0.312,0.694,2.0,6.0,1.0,3.97,0.0,4,4.6,2.4,0.23819999999999997,0.3136,0.6994,6.4,9.4,3.9540000000000006,1.242
627,,,2023-09-06,,SFG,,CHC,,,,0.507,,,,,,-4,,,,,,,,,4,4.8,2.2,0.2378,0.3132,0.6981999999999999,6.0,8.4,3.9579999999999997,1.234
628,5.0,117.0,2023-08-06,boxscore,STL,,COL,L,0.0,1.0,0.434,5.0,11.0,Lawrence,D,0.04,1,0.258,0.331,0.763,8.0,5.0,0.0,4.51,0.0,8,4.4,4.4,0.25680000000000003,0.3306,0.7612,10.0,8.0,4.54,0.038
629,6.0,118.0,2023-08-08,boxscore,STL,@,TBR,L,2.0,4.0,0.43,5.0,11.5,Fairbanks,N,0.03,-1,0.257,0.33,0.762,6.0,12.0,1.0,4.51,0.0,26,4.0,4.0,0.2572,0.3306,0.762,10.2,7.6,4.534000000000001,0.033999999999999996
630,7.0,119.0,2023-08-09,boxscore,STL,@,TBR,W,6.0,4.0,0.435,5.0,11.5,Gallegos,N,0.02,-2,0.257,0.33,0.761,9.0,9.0,3.0,4.51,1.0,26,4.2,3.0,0.2572,0.3304,0.7622,9.4,9.2,4.532,0.033999999999999996
631,8.0,120.0,2023-08-10,boxscore,STL,@,TBR,W,5.0,2.0,0.44,5.0,11.0,,N,0.03,1,0.257,0.33,0.762,11.0,4.0,0.0,4.49,1.0,26,4.0,3.6,0.2574,0.3304,0.7624000000000001,9.6,9.6,4.5280000000000005,0.027999999999999997
632,9.0,121.0,2023-08-11,boxscore,STL,@,KCR,L,8.0,12.0,0.436,5.0,12.0,,N,0.04,2,0.258,0.331,0.764,11.0,16.0,3.0,4.55,0.0,11,2.6,3.8,0.25739999999999996,0.3304,0.7624,9.0,7.4,4.512,0.03
633,10.0,122.0,2023-08-12,boxscore,STL,@,KCR,W,5.0,4.0,0.441,5.0,12.0,Romero,N,0.03,-1,0.258,0.331,0.765,8.0,11.0,1.0,4.54,1.0,11,4.6,4.2,0.25739999999999996,0.3304,0.7624000000000001,9.0,9.2,4.514,0.031999999999999994
634,11.0,123.0,2023-08-14,boxscore,STL,,OAK,W,7.0,5.0,0.445,4.0,12.0,,N,0.04,1,0.258,0.332,0.766,8.0,8.0,1.0,4.55,1.0,19,5.2,5.2,0.25739999999999996,0.3304,0.7628,9.0,10.4,4.52,0.03
635,12.0,124.0,2023-08-15,boxscore,STL,,OAK,W,6.0,2.0,0.45,4.0,11.0,,N,0.04,2,0.259,0.333,0.77,14.0,6.0,1.0,4.52,1.0,19,5.4,6.2,0.25759999999999994,0.33080000000000004,0.7636000000000001,9.4,9.6,4.5280000000000005,0.032
636,13.0,125.0,2023-08-16,boxscore,STL,,OAK,L,0.0,8.0,0.446,4.0,11.0,,N,0.06,3,0.259,0.333,0.769,9.0,14.0,1.0,4.54,0.0,19,5.0,6.2,0.258,0.33140000000000003,0.7654,10.4,9.0,4.529999999999999,0.036
637,14.0,126.0,2023-08-17,boxscore,STL,,NYM,L,2.0,4.0,0.443,5.0,11.0,Gott,N,0.04,-1,0.258,0.332,0.767,5.0,7.0,2.0,4.54,0.0,17,6.2,5.2,0.25839999999999996,0.332,0.7668,10.0,11.0,4.54,0.042
638,15.0,127.0,2023-08-18,boxscore,STL,,NYM,L,1.0,7.0,0.439,5.0,12.0,,N,0.02,-2,0.258,0.332,0.765,6.0,13.0,2.0,4.56,0.0,17,4.6,4.0,0.25839999999999996,0.3322,0.7674000000000001,8.8,9.2,4.537999999999999,0.041999999999999996
639,16.0,128.0,2023-08-19,boxscore,STL,,NYM,L,2.0,13.0,0.435,5.0,13.0,,N,0.01,-3,0.257,0.331,0.763,5.0,13.0,3.0,4.61,0.0,17,5.2,3.2,0.25839999999999996,0.33240000000000003,0.7674000000000001,8.4,9.6,4.542,0.04
640,17.0,129.0,2023-08-20,boxscore,STL,,NYM,W,7.0,3.0,0.44,5.0,13.0,,D,0.01,-4,0.258,0.332,0.765,15.0,7.0,1.0,4.6,1.0,17,6.8,2.2,0.2582,0.3322,0.7668,7.8,10.6,4.554,0.033999999999999996
641,18.0,130.0,2023-08-21,boxscore,STL,@,PIT,L,1.0,11.0,0.437,5.0,13.5,,N,0.01,1,0.257,0.331,0.763,5.0,16.0,1.0,4.64,0.0,21,7.0,2.4,0.258,0.332,0.7658,8.0,10.8,4.57,0.028000000000000004
642,19.0,131.0,2023-08-22,boxscore,STL,@,PIT,L,3.0,6.0,0.433,5.0,14.5,Bednar,N,0.01,-1,0.257,0.331,0.763,9.0,8.0,1.0,4.66,0.0,21,7.6,2.6,0.25760000000000005,0.3316,0.7646,7.2,11.2,4.59,0.018
643,20.0,132.0,2023-08-23,boxscore,STL,@,PIT,W,6.0,4.0,0.438,5.0,14.5,Romero,D,0.0,-2,0.257,0.332,0.763,10.0,10.0,1.0,4.65,1.0,21,8.0,2.8,0.2574,0.33140000000000003,0.7638,8.0,11.4,4.613999999999999,0.012
644,21.0,133.0,2023-08-25,boxscore,STL,@,PHI,L,2.0,7.0,0.434,5.0,15.5,,N,0.0,1,0.257,0.331,0.761,5.0,11.0,2.0,4.67,0.0,20,7.4,3.8,0.2572,0.33140000000000003,0.7634000000000001,8.8,10.8,4.632,0.007999999999999998
645,22.0,134.0,2023-08-26,boxscore,STL,@,PHI,L,1.0,12.0,0.431,5.0,16.5,,N,0.0,-1,0.256,0.33,0.758,3.0,12.0,3.0,4.73,0.0,20,6.2,3.8,0.2572,0.33140000000000003,0.7630000000000001,8.8,10.4,4.644,0.006
646,23.0,135.0,2023-08-27,boxscore,STL,@,PHI,L,0.0,3.0,0.427,5.0,17.5,Kimbrel,D,0.0,-2,0.254,0.329,0.755,2.0,11.0,1.0,4.73,0.0,20,8.0,2.6,0.25680000000000003,0.331,0.7615999999999999,6.4,11.4,4.67,0.004
647,24.0,136.0,2023-08-28,boxscore,STL,,SDP,L,1.0,4.0,0.424,5.0,18.5,Hader,N,0.0,-3,0.254,0.328,0.753,4.0,12.0,0.0,4.72,0.0,22,6.4,2.4,0.25620000000000004,0.3306,0.76,5.8,10.4,4.688000000000001,0.002
648,25.0,137.0,2023-08-29,boxscore,STL,,SDP,W-wo,6.0,5.0,0.429,5.0,17.5,,N,0.0,-4,0.254,0.328,0.753,9.0,12.0,1.0,4.71,0.0,22,6.0,2.0,0.2556,0.33,0.758,4.8,11.2,4.7,0.0
649,26.0,138.0,2023-08-30,boxscore,STL,,SDP,W-wo,5.0,4.0,0.433,5.0,16.5,,D,0.0,1,0.254,0.328,0.754,10.0,11.0,0.0,4.7,0.0,22,6.2,2.0,0.255,0.32920000000000005,0.756,4.6,11.6,4.712,0.0
650,27.0,140.0,2023-09-01,boxscore,STL,,PIT,L,2.0,4.0,0.43,5.0,17.5,Bednar,N,0.0,2,0.253,0.327,0.753,6.0,7.0,0.0,4.69,0.0,21,5.6,2.6,0.2544,0.3286,0.7546,5.6,11.6,4.718000000000001,0.0
651,28.0,141.0,2023-09-02,boxscore,STL,,PIT,L,6.0,7.0,0.426,5.0,18.5,Bednar,N,0.0,-1,0.253,0.327,0.753,8.0,11.0,1.0,4.71,0.0,21,4.0,2.8,0.2538,0.328,0.7535999999999999,6.2,10.6,4.71,0.0
652,29.0,142.0,2023-09-03,boxscore,STL,,PIT,W,6.0,4.0,0.431,5.0,17.5,Gallegos,D,0.0,-2,0.253,0.328,0.753,8.0,8.0,1.0,4.7,1.0,21,4.8,4.0,0.2536,0.3276,0.7532,7.4,10.6,4.706,0.0
653,,,2023-09-06,,STL,,ATL,,,,0.431,,,,,,-1,,,,,,,,,1,4.8,5.0,0.25339999999999996,0.3276,0.7532,8.2,9.8,4.702,0.0
654,5.0,118.0,2023-08-06,boxscore,TBR,@,DET,W,10.0,6.0,0.596,2.0,3.0,,D,1.11,-1,0.256,0.328,0.773,12.0,6.0,2.0,3.77,1.0,9,2.8,4.4,0.2542,0.32720000000000005,0.772,9.0,9.2,3.778,1.224
655,6.0,119.0,2023-08-08,boxscore,TBR,,STL,W,4.0,2.0,0.6,2.0,2.0,Fairbanks,N,1.1,1,0.256,0.328,0.774,9.0,9.0,1.0,3.79,1.0,25,3.8,5.4,0.25460000000000005,0.3274,0.7718,10.2,9.0,3.778,1.1800000000000002
656,7.0,120.0,2023-08-09,boxscore,TBR,,STL,L,4.0,6.0,0.595,2.0,2.0,Gallegos,N,1.14,2,0.255,0.327,0.771,4.0,11.0,2.0,3.8,0.0,25,3.8,5.2,0.255,0.3276,0.7722,10.8,8.2,3.776,1.1460000000000001
657,8.0,121.0,2023-08-10,boxscore,TBR,,STL,L,2.0,5.0,0.59,2.0,3.0,,N,1.25,-1,0.254,0.327,0.771,7.0,10.0,1.0,3.83,0.0,25,3.6,5.6,0.2552,0.3276,0.772,9.0,9.8,3.784,1.138
658,9.0,122.0,2023-08-11,boxscore,TBR,,CLE,W-wo,9.0,8.0,0.593,2.0,2.0,,N,1.23,-2,0.255,0.327,0.772,12.0,13.0,0.0,3.84,0.0,7,4.6,4.4,0.2552,0.3276,0.7722,9.0,9.4,3.7960000000000003,1.15
659,10.0,123.0,2023-08-12,boxscore,TBR,,CLE,W-wo,6.0,5.0,0.597,2.0,2.0,,D,1.27,1,0.255,0.327,0.771,8.0,15.0,2.0,3.89,0.0,7,5.4,5.8,0.2552,0.3274,0.7722,8.8,9.8,3.806,1.166
660,11.0,124.0,2023-08-13,boxscore,TBR,,CLE,L,2.0,9.0,0.592,2.0,3.0,,D,1.14,2,0.257,0.328,0.773,18.0,6.0,0.0,3.87,0.0,7,5.2,5.0,0.255,0.32720000000000005,0.7718,8.0,11.6,3.8299999999999996,1.198
661,12.0,125.0,2023-08-14,boxscore,TBR,@,SFG,W,10.0,2.0,0.595,2.0,3.0,Lopez,N,1.16,-1,0.256,0.327,0.77,3.0,9.0,2.0,3.88,1.0,24,6.6,4.6,0.25520000000000004,0.32720000000000005,0.7716000000000001,9.8,11.0,3.846,1.206
662,13.0,126.0,2023-08-15,boxscore,TBR,@,SFG,L,0.0,7.0,0.59,2.0,3.0,,N,1.04,1,0.256,0.327,0.772,14.0,8.0,0.0,3.86,0.0,24,5.8,5.8,0.2554,0.32720000000000005,0.7714,9.6,10.6,3.8619999999999997,1.21
663,14.0,127.0,2023-08-16,boxscore,TBR,@,SFG,W,6.0,1.0,0.593,2.0,2.0,,D,1.13,-1,0.257,0.328,0.772,15.0,9.0,1.0,3.87,1.0,24,6.2,5.4,0.25579999999999997,0.32720000000000005,0.7716000000000001,11.0,10.2,3.868,1.168
664,15.0,128.0,2023-08-18,boxscore,TBR,@,LAA,W,9.0,6.0,0.597,2.0,2.0,Kittredge,N,1.21,1,0.257,0.329,0.773,8.0,9.0,1.0,3.89,1.0,12,4.8,4.8,0.25620000000000004,0.3274,0.7716000000000001,11.6,9.4,3.874,1.148
665,16.0,129.0,2023-08-19,boxscore,TBR,@,LAA,L,6.0,7.0,0.592,2.0,2.5,López,D,1.12,2,0.259,0.33,0.778,19.0,8.0,2.0,3.89,0.0,12,5.0,5.4,0.2566,0.32780000000000004,0.772,11.6,8.2,3.8739999999999997,1.136
666,17.0,130.0,2023-08-19,boxscore,TBR,@,LAA,W,18.0,4.0,0.595,2.0,2.5,,N,1.15,-1,0.26,0.332,0.78,15.0,8.0,1.0,3.89,1.0,12,4.6,6.2,0.257,0.3282,0.773,11.8,8.6,3.878,1.132
667,18.0,131.0,2023-08-22,boxscore,TBR,,COL,W,12.0,4.0,0.598,2.0,2.0,,N,1.06,1,0.261,0.332,0.781,11.0,8.0,1.0,3.89,1.0,8,5.0,7.8,0.2578,0.32920000000000005,0.775,14.2,8.4,3.8800000000000003,1.1300000000000001
668,19.0,132.0,2023-08-23,boxscore,TBR,,COL,W-wo,6.0,5.0,0.602,2.0,2.0,,N,1.16,2,0.261,0.332,0.782,8.0,8.0,1.0,3.89,0.0,8,4.4,10.2,0.25880000000000003,0.3302,0.7767999999999999,13.6,8.4,3.886,1.134
669,20.0,133.0,2023-08-24,boxscore,TBR,,COL,W,5.0,3.0,0.605,2.0,2.0,Fairbanks,D,1.1,3,0.26,0.331,0.779,4.0,11.0,2.0,3.9,1.0,8,5.2,10.2,0.2596,0.33100000000000007,0.7788,12.2,8.2,3.89,1.1400000000000001
670,21.0,134.0,2023-08-25,boxscore,TBR,,NYY,L,2.0,6.0,0.6,2.0,3.0,,N,1.0,4,0.259,0.33,0.778,7.0,2.0,0.0,3.87,0.0,18,4.6,9.4,0.2602,0.33140000000000003,0.78,11.4,8.6,3.8920000000000003,1.1179999999999999
671,22.0,135.0,2023-08-26,boxscore,TBR,,NYY,W,3.0,0.0,0.603,2.0,3.0,Fairbanks,D,0.94,-1,0.26,0.331,0.778,10.0,4.0,3.0,3.87,1.0,18,4.4,8.6,0.26020000000000004,0.33140000000000003,0.78,9.0,7.4,3.8880000000000003,1.094
672,23.0,136.0,2023-08-27,boxscore,TBR,,NYY,W,7.0,4.0,0.606,2.0,2.0,Adam,D,0.91,1,0.261,0.332,0.782,15.0,10.0,1.0,3.86,1.0,18,3.6,5.6,0.26020000000000004,0.33120000000000005,0.7796,8.0,6.6,3.8839999999999995,1.052
673,24.0,137.0,2023-08-29,boxscore,TBR,@,MIA,W,11.0,2.0,0.609,2.0,2.5,,N,0.96,2,0.26,0.332,0.779,5.0,4.0,0.0,3.83,1.0,14,3.6,4.6,0.2602,0.33120000000000005,0.7798,8.8,7.0,3.878,1.022
674,25.0,138.0,2023-08-30,boxscore,TBR,@,MIA,W,3.0,0.0,0.612,2.0,1.5,Fairbanks,N,0.98,3,0.259,0.331,0.777,5.0,8.0,0.0,3.82,1.0,14,3.0,5.6,0.26,0.33120000000000005,0.7792000000000001,8.2,6.2,3.8659999999999997,0.982
675,26.0,140.0,2023-09-01,boxscore,TBR,@,CLE,L,2.0,3.0,0.607,2.0,1.5,Clase,N,1.06,4,0.259,0.331,0.777,10.0,13.0,1.0,3.83,0.0,7,2.4,5.2,0.2598,0.33120000000000005,0.7788,8.4,5.6,3.85,0.958
676,27.0,141.0,2023-09-02,boxscore,TBR,@,CLE,L-wo,6.0,7.0,0.603,2.0,2.5,,N,1.06,-1,0.26,0.331,0.777,13.0,5.0,0.0,3.81,0.0,7,1.8,5.2,0.25980000000000003,0.33140000000000003,0.7786000000000001,9.0,7.8,3.842,0.97
677,28.0,142.0,2023-09-03,boxscore,TBR,@,CLE,W,6.0,2.0,0.606,2.0,2.5,Fairbanks,D,0.95,-2,0.259,0.33,0.775,5.0,7.0,2.0,3.84,1.0,7,3.2,5.8,0.25980000000000003,0.33140000000000003,0.7784000000000001,9.6,8.0,3.8299999999999996,0.9940000000000001
678,29.0,143.0,2023-09-04,boxscore,TBR,,BOS,L,3.0,7.0,0.601,2.0,3.5,,D,0.93,1,,,,,,,,0.0,3,2.8,5.6,0.2594,0.33100000000000007,0.777,7.6,7.4,3.8259999999999996,1.002
679,5.0,117.0,2023-08-07,boxscore,TEX,@,OAK,W,5.0,3.0,0.593,1.0,up 3.0,Smith,N,1.4,6,0.272,0.342,0.805,7.0,6.0,0.0,4.12,1.0,19,2.8,7.4,0.2726,0.3422,0.8042,10.0,7.4,4.148000000000001,1.5539999999999998
680,6.0,118.0,2023-08-08,boxscore,TEX,@,OAK,W,6.0,1.0,0.596,1.0,up 3.0,,N,1.33,7,0.272,0.342,0.807,13.0,3.0,1.0,4.09,1.0,19,3.2,6.2,0.27240000000000003,0.3422,0.8048,8.4,7.8,4.14,1.508
681,7.0,119.0,2023-08-09,boxscore,TEX,@,OAK,L,0.0,2.0,0.591,1.0,up 2.0,May,D,1.3,8,0.271,0.342,0.804,4.0,7.0,1.0,4.08,0.0,19,2.8,6.4,0.27240000000000003,0.34220000000000006,0.8058,9.4,6.6,4.127999999999999,1.458
682,8.0,120.0,2023-08-11,boxscore,TEX,@,SFG,W,2.0,1.0,0.595,1.0,up 2.5,Smith,N,1.43,-1,0.271,0.341,0.802,6.0,3.0,0.0,4.05,1.0,24,2.8,5.2,0.272,0.34220000000000006,0.8058,8.2,6.6,4.118,1.4
683,9.0,121.0,2023-08-12,boxscore,TEX,@,SFG,W,9.0,3.0,0.598,1.0,up 2.5,,N,1.4,1,0.272,0.341,0.804,16.0,9.0,2.0,4.04,1.0,24,1.4,3.8,0.2716,0.34180000000000005,0.805,7.6,5.0,4.093999999999999,1.388
684,10.0,122.0,2023-08-13,boxscore,TEX,@,SFG,L-wo,2.0,3.0,0.593,1.0,up 2.5,,D,1.19,2,0.271,0.341,0.802,8.0,10.0,2.0,4.02,0.0,24,2.0,4.4,0.2716,0.3416,0.8044,9.2,5.6,4.076,1.3719999999999999
685,11.0,123.0,2023-08-14,boxscore,TEX,,LAA,W,12.0,0.0,0.597,1.0,up 3.5,,N,1.39,-1,0.272,0.342,0.805,13.0,1.0,0.0,3.99,1.0,12,2.0,3.8,0.27140000000000003,0.34140000000000004,0.8038000000000001,9.4,6.4,4.056,1.33
686,12.0,124.0,2023-08-15,boxscore,TEX,,LAA,W,7.0,3.0,0.6,1.0,up 3.5,,N,1.17,1,0.273,0.342,0.807,11.0,8.0,1.0,3.98,1.0,12,1.8,5.0,0.2714,0.34140000000000004,0.8034000000000001,9.4,6.0,4.036,1.342
687,13.0,125.0,2023-08-16,boxscore,TEX,,LAA,L,0.0,2.0,0.595,1.0,up 2.5,Estévez,N,1.18,2,0.271,0.341,0.803,3.0,8.0,2.0,3.96,0.0,12,2.0,6.4,0.2718,0.34140000000000004,0.804,10.8,6.2,4.016,1.316
688,14.0,126.0,2023-08-18,boxscore,TEX,,MIL,L,8.0,9.0,0.59,1.0,up 2.5,Williams,N,1.35,-1,0.271,0.341,0.804,8.0,14.0,1.0,4.0,0.0,15,2.2,6.0,0.27180000000000004,0.34140000000000004,0.8042000000000001,10.2,7.2,3.998,1.266
689,15.0,127.0,2023-08-19,boxscore,TEX,,MIL,L,1.0,6.0,0.585,1.0,up 2.5,,D,1.42,-2,0.27,0.34,0.801,5.0,15.0,2.0,4.02,0.0,15,3.4,5.8,0.2716,0.34140000000000004,0.8042,8.6,8.2,3.9899999999999998,1.2559999999999998
690,16.0,128.0,2023-08-20,boxscore,TEX,,MIL,L,2.0,6.0,0.581,1.0,up 2.5,Williams,D,1.55,-3,0.27,0.34,0.799,8.0,7.0,0.0,4.04,0.0,15,4.0,5.6,0.27140000000000003,0.34120000000000006,0.804,8.0,9.2,3.9899999999999998,1.302
691,17.0,129.0,2023-08-21,boxscore,TEX,@,ARI,L-wo,3.0,4.0,0.576,1.0,up 1.5,,N,1.62,-4,0.269,0.339,0.796,5.0,7.0,1.0,4.02,0.0,0,5.2,3.6,0.271,0.34080000000000005,0.8028000000000001,7.0,10.4,4.0,1.334
692,18.0,130.0,2023-08-22,boxscore,TEX,@,ARI,L,3.0,6.0,0.571,1.0,up 0.5,Sewald,N,1.74,-5,0.269,0.339,0.796,13.0,9.0,0.0,4.04,0.0,0,5.4,2.8,0.2702,0.3402,0.8006,5.8,10.2,4.008,1.424
693,19.0,131.0,2023-08-24,boxscore,TEX,@,MIN,L,5.0,7.0,0.567,1.0,up 1.0,Jax,N,1.82,-6,0.269,0.339,0.797,10.0,11.0,5.0,4.07,0.0,16,6.2,3.4,0.26980000000000004,0.3398,0.7992000000000001,7.8,10.4,4.023999999999999,1.536
694,20.0,132.0,2023-08-25,boxscore,TEX,@,MIN,L,2.0,12.0,0.562,1.0,Tied,,N,1.94,-7,0.269,0.339,0.796,8.0,12.0,3.0,4.13,0.0,16,5.8,2.8,0.26940000000000003,0.33940000000000003,0.7978,8.2,9.8,4.037999999999999,1.6300000000000001
695,21.0,133.0,2023-08-26,boxscore,TEX,@,MIN,W,6.0,2.0,0.566,1.0,Tied,,N,1.93,-8,0.269,0.339,0.797,9.0,5.0,1.0,4.12,1.0,16,7.0,3.0,0.2692,0.33920000000000006,0.7968000000000001,8.8,9.2,4.0600000000000005,1.734
696,22.0,134.0,2023-08-27,boxscore,TEX,@,MIN,L-wo,6.0,7.0,0.562,2.0,1.0,,D,1.98,1,0.269,0.338,0.795,10.0,8.0,1.0,4.11,0.0,16,6.2,3.8,0.269,0.339,0.7964,9.0,8.8,4.0760000000000005,1.81
697,23.0,135.0,2023-08-28,boxscore,TEX,@,NYM,W,4.0,3.0,0.565,2.0,1.0,Leclerc,N,1.85,-1,0.269,0.338,0.795,10.0,4.0,2.0,4.1,1.0,17,6.8,4.4,0.269,0.33880000000000005,0.7962,10.0,9.0,4.094,1.8820000000000001
698,24.0,136.0,2023-08-29,boxscore,TEX,@,NYM,W,2.0,1.0,0.568,1.0,Tied,Chapman,N,1.86,1,0.268,0.338,0.794,6.0,7.0,1.0,4.08,1.0,17,6.2,4.6,0.269,0.3386,0.796,9.4,8.0,4.106,1.904
699,25.0,137.0,2023-08-30,boxscore,TEX,@,NYM,L-wo,5.0,6.0,0.564,3.0,1.0,,N,1.77,2,0.268,0.338,0.793,7.0,11.0,3.0,4.09,0.0,17,5.0,4.0,0.26880000000000004,0.33840000000000003,0.7954000000000001,8.6,7.2,4.1080000000000005,1.9120000000000001
700,26.0,139.0,2023-09-01,boxscore,TEX,,MIN,L,1.0,5.0,0.56,3.0,1.0,,N,1.75,-1,0.267,0.337,0.79,3.0,7.0,3.0,4.09,0.0,16,3.8,4.6,0.26860000000000006,0.3382,0.7948000000000001,8.4,7.0,4.1,1.8780000000000001
701,27.0,140.0,2023-09-02,boxscore,TEX,,MIN,L,7.0,9.0,0.556,3.0,2.0,Duran,N,1.8,-2,0.266,0.337,0.79,9.0,13.0,1.0,4.12,0.0,16,4.4,3.6,0.26820000000000005,0.3378,0.7934000000000001,7.2,7.4,4.094,1.842
702,28.0,141.0,2023-09-03,boxscore,TEX,,MIN,W-wo,6.0,5.0,0.559,2.0,1.0,,D,1.84,-3,0.267,0.338,0.793,13.0,11.0,1.0,4.13,0.0,16,4.8,3.8,0.2676,0.3376,0.7924,7.0,8.4,4.095999999999999,1.8059999999999998
703,29.0,142.0,2023-09-04,boxscore,TEX,,HOU,L,6.0,13.0,0.555,3.0,1.0,,D,2.85,1,0.267,0.337,0.794,9.0,16.0,5.0,4.18,0.0,10,5.2,4.2,0.2672,0.3376,0.792,7.6,9.8,4.102,1.8039999999999998
704,5.0,118.0,2023-08-07,boxscore,TOR,@,CLE,W,3.0,1.0,0.561,3.0,7.0,Hicks,N,1.09,3,0.261,0.331,0.752,5.0,5.0,0.0,3.75,1.0,7,3.0,6.0,0.2594,0.3296,0.7478,10.4,9.2,3.79,1.286
705,6.0,119.0,2023-08-08,boxscore,TOR,@,CLE,L,0.0,1.0,0.557,3.0,7.0,Clase,N,1.11,4,0.261,0.331,0.75,9.0,3.0,0.0,3.73,0.0,7,3.0,5.8,0.25980000000000003,0.33,0.749,10.8,8.8,3.782,1.2600000000000002
706,7.0,120.0,2023-08-09,boxscore,TOR,@,CLE,W,1.0,0.0,0.56,3.0,6.0,Hicks,N,1.13,-1,0.26,0.33,0.749,8.0,6.0,0.0,3.69,1.0,7,2.0,5.6,0.2604,0.3306,0.7504000000000001,11.6,6.4,3.768,1.214
707,8.0,121.0,2023-08-10,boxscore,TOR,@,CLE,L,3.0,4.0,0.556,3.0,7.0,Clase,D,1.23,1,0.261,0.331,0.749,10.0,5.0,0.0,3.7,0.0,7,1.4,4.4,0.2606,0.33080000000000004,0.7506,10.4,6.4,3.748,1.1780000000000002
708,9.0,122.0,2023-08-11,boxscore,TOR,,CHC,L,2.0,6.0,0.551,3.0,7.0,,N,1.23,-1,0.26,0.33,0.746,5.0,10.0,2.0,3.7,0.0,4,1.4,4.0,0.26080000000000003,0.331,0.7506,9.6,5.4,3.728,1.1640000000000001
709,10.0,123.0,2023-08-12,boxscore,TOR,,CHC,L,4.0,5.0,0.546,3.0,8.0,Alzolay,D,1.21,-2,0.26,0.329,0.746,8.0,7.0,1.0,3.71,0.0,4,2.4,1.8,0.26060000000000005,0.3306,0.7492,7.4,5.8,3.714,1.1580000000000001
710,11.0,124.0,2023-08-13,boxscore,TOR,,CHC,W,11.0,4.0,0.55,3.0,8.0,,D,1.13,-3,0.261,0.331,0.748,14.0,5.0,1.0,3.7,1.0,4,3.2,2.0,0.2604,0.3302,0.748,8.0,6.2,3.7060000000000004,1.182
711,12.0,125.0,2023-08-15,boxscore,TOR,,PHI,W,2.0,1.0,0.554,3.0,7.5,Romano,N,1.1,1,0.26,0.331,0.746,4.0,4.0,0.0,3.68,1.0,20,3.8,4.2,0.2604,0.33020000000000005,0.7476,9.0,6.6,3.7,1.186
